year_month_week,year,month,day,year_month,week
1548091,1548,9,5,154809,1
1548092,1548,9,12,154809,2
1548093,1548,9,19,154809,3
1548094,1548,9,26,154809,4
1548101,1548,10,3,154810,1
1548102,1548,10,10,154810,2
1548103,1548,10,17,154810,3
1548104,1548,10,24,154810,4
1548105,1548,10,31,154810,5
1548111,1548,11,7,154811,1
1548112,1548,11,14,154811,2
1548113,1548,11,21,154811,3
1548114,1548,11,28,154811,4
1548121,1548,12,5,154812,1
1548122,1548,12,12,154812,2
1548123,1548,12,19,154812,3
1548124,1548,12,26,154812,4
1549011,1549,1,2,154901,1
1549012,1549,1,9,154901,2
1549013,1549,1,16,154901,3
1549014,1549,1,23,154901,4
1549015,1549,1,30,154901,5
1549021,1549,2,6,154902,1
1549022,1549,2,13,154902,2
1549023,1549,2,20,154902,3
1549024,1549,2,27,154902,4
1549031,1549,3,6,154903,1
1549032,1549,3,13,154903,2
1549033,1549,3,20,154903,3
1549034,1549,3,27,154903,4
1549041,1549,4,3,154904,1
1549042,1549,4,10,154904,2
1549043,1549,4,17,154904,3
1549044,1549,4,24,154904,4
1549051,1549,5,1,154905,1
1549052,1549,5,8,154905,2
1549053,1549,5,15,154905,3
1549054,1549,5,22,154905,4
1549055,1549,5,29,154905,5
1549061,1549,6,5,154906,1
1549062,1549,6,12,154906,2
1549063,1549,6,19,154906,3
1549064,1549,6,26,154906,4
1549071,1549,7,3,154907,1
1549072,1549,7,10,154907,2
1549073,1549,7,17,154907,3
1549074,1549,7,24,154907,4
1549075,1549,7,31,154907,5
1549081,1549,8,7,154908,1
1549082,1549,8,14,154908,2
1549083,1549,8,21,154908,3
1549084,1549,8,28,154908,4
1549091,1549,9,4,154909,1
1549092,1549,9,11,154909,2
1549093,1549,9,18,154909,3
1549094,1549,9,25,154909,4
1549101,1549,10,2,154910,1
1549102,1549,10,9,154910,2
1549103,1549,10,16,154910,3
1549104,1549,10,23,154910,4
1549105,1549,10,30,154910,5
1549111,1549,11,6,154911,1
1549112,1549,11,13,154911,2
1549113,1549,11,20,154911,3
1549114,1549,11,27,154911,4
1549121,1549,12,4,154912,1
1549122,1549,12,11,154912,2
1549123,1549,12,18,154912,3
1549124,1549,12,25,154912,4
1550011,1550,1,1,155001,1
1550012,1550,1,8,155001,2
1550013,1550,1,15,155001,3
1550014,1550,1,22,155001,4
1550015,1550,1,29,155001,5
1550021,1550,2,5,155002,1
1550022,1550,2,12,155002,2
1550023,1550,2,19,155002,3
1550024,1550,2,26,155002,4
1550031,1550,3,5,155003,1
1550032,1550,3,12,155003,2
1550033,1550,3,19,155003,3
1550034,1550,3,26,155003,4
1550041,1550,4,2,155004,1
1550042,1550,4,9,155004,2
1550043,1550,4,16,155004,3
1550044,1550,4,23,155004,4
1550045,1550,4,30,155004,5
1550051,1550,5,7,155005,1
1550052,1550,5,14,155005,2
1550053,1550,5,21,155005,3
1550054,1550,5,28,155005,4
1550061,1550,6,4,155006,1
1550062,1550,6,11,155006,2
1550063,1550,6,18,155006,3
1550064,1550,6,25,155006,4
1550071,1550,7,2,155007,1
1550072,1550,7,9,155007,2
1550073,1550,7,16,155007,3
1550074,1550,7,23,155007,4
1550075,1550,7,30,155007,5
1550081,1550,8,6,155008,1
1550082,1550,8,13,155008,2
1550083,1550,8,20,155008,3
1550084,1550,8,27,155008,4
1550091,1550,9,3,155009,1
1550092,1550,9,10,155009,2
1550093,1550,9,17,155009,3
1550094,1550,9,24,155009,4
1550101,1550,10,1,155010,1
1550102,1550,10,8,155010,2
1550103,1550,10,15,155010,3
1550104,1550,10,22,155010,4
1550105,1550,10,29,155010,5
1550111,1550,11,5,155011,1
1550112,1550,11,12,155011,2
1550113,1550,11,19,155011,3
1550114,1550,11,26,155011,4
1550121,1550,12,3,155012,1
1550122,1550,12,10,155012,2
1550123,1550,12,17,155012,3
1550124,1550,12,24,155012,4
1550125,1550,12,31,155012,5
1551011,1551,1,7,155101,1
1551012,1551,1,14,155101,2
1551013,1551,1,21,155101,3
1551014,1551,1,28,155101,4
1551021,1551,2,4,155102,1
1551022,1551,2,11,155102,2
1551023,1551,2,18,155102,3
1551024,1551,2,25,155102,4
1551031,1551,3,4,155103,1
1551032,1551,3,11,155103,2
1551033,1551,3,18,155103,3
1551034,1551,3,25,155103,4
1551041,1551,4,1,155104,1
1551042,1551,4,8,155104,2
1551043,1551,4,15,155104,3
1551044,1551,4,22,155104,4
1551045,1551,4,29,155104,5
1551051,1551,5,6,155105,1
1551052,1551,5,13,155105,2
1551053,1551,5,20,155105,3
1551054,1551,5,27,155105,4
1551061,1551,6,3,155106,1
1551062,1551,6,10,155106,2
1551063,1551,6,17,155106,3
1551064,1551,6,24,155106,4
1551071,1551,7,1,155107,1
1551072,1551,7,8,155107,2
1551073,1551,7,15,155107,3
1551074,1551,7,22,155107,4
1551075,1551,7,29,155107,5
1551081,1551,8,5,155108,1
1551082,1551,8,12,155108,2
1551083,1551,8,19,155108,3
1551084,1551,8,26,155108,4
1551091,1551,9,2,155109,1
1551092,1551,9,9,155109,2
1551093,1551,9,16,155109,3
1551094,1551,9,23,155109,4
1551095,1551,9,30,155109,5
1551101,1551,10,7,155110,1
1551102,1551,10,14,155110,2
1551103,1551,10,21,155110,3
1551104,1551,10,28,155110,4
1551111,1551,11,4,155111,1
1551112,1551,11,11,155111,2
1551113,1551,11,18,155111,3
1551114,1551,11,25,155111,4
1551121,1551,12,2,155112,1
1551122,1551,12,9,155112,2
1551123,1551,12,16,155112,3
1551124,1551,12,23,155112,4
1551125,1551,12,30,155112,5
1552011,1552,1,6,155201,1
1552012,1552,1,13,155201,2
1552013,1552,1,20,155201,3
1552014,1552,1,27,155201,4
1552021,1552,2,3,155202,1
1552022,1552,2,10,155202,2
1552023,1552,2,17,155202,3
1552024,1552,2,24,155202,4
1552031,1552,3,2,155203,1
1552032,1552,3,9,155203,2
1552033,1552,3,16,155203,3
1552034,1552,3,23,155203,4
1552035,1552,3,30,155203,5
1552041,1552,4,6,155204,1
1552042,1552,4,13,155204,2
1552043,1552,4,20,155204,3
1552044,1552,4,27,155204,4
1552051,1552,5,4,155205,1
1552052,1552,5,11,155205,2
1552053,1552,5,18,155205,3
1552054,1552,5,25,155205,4
1552061,1552,6,1,155206,1
1552062,1552,6,8,155206,2
1552063,1552,6,15,155206,3
1552064,1552,6,22,155206,4
1552065,1552,6,29,155206,5
1552071,1552,7,6,155207,1
1552072,1552,7,13,155207,2
1552073,1552,7,20,155207,3
1552074,1552,7,27,155207,4
1552081,1552,8,3,155208,1
1552082,1552,8,10,155208,2
1552083,1552,8,17,155208,3
1552084,1552,8,24,155208,4
1552085,1552,8,31,155208,5
1552091,1552,9,7,155209,1
1552092,1552,9,14,155209,2
1552093,1552,9,21,155209,3
1552094,1552,9,28,155209,4
1552101,1552,10,5,155210,1
1552102,1552,10,12,155210,2
1552103,1552,10,19,155210,3
1552104,1552,10,26,155210,4
1552111,1552,11,2,155211,1
1552112,1552,11,9,155211,2
1552113,1552,11,16,155211,3
1552114,1552,11,23,155211,4
1552115,1552,11,30,155211,5
1552121,1552,12,7,155212,1
1552122,1552,12,14,155212,2
1552123,1552,12,21,155212,3
1552124,1552,12,28,155212,4
1553011,1553,1,4,155301,1
1553012,1553,1,11,155301,2
1553013,1553,1,18,155301,3
1553014,1553,1,25,155301,4
1553021,1553,2,1,155302,1
1553022,1553,2,8,155302,2
1553023,1553,2,15,155302,3
1553024,1553,2,22,155302,4
1553031,1553,3,1,155303,1
1553032,1553,3,8,155303,2
1553033,1553,3,15,155303,3
1553034,1553,3,22,155303,4
1553035,1553,3,29,155303,5
1553041,1553,4,5,155304,1
1553042,1553,4,12,155304,2
1553043,1553,4,19,155304,3
1553044,1553,4,26,155304,4
1553051,1553,5,3,155305,1
1553052,1553,5,10,155305,2
1553053,1553,5,17,155305,3
1553054,1553,5,24,155305,4
1553055,1553,5,31,155305,5
1553061,1553,6,7,155306,1
1553062,1553,6,14,155306,2
1553063,1553,6,21,155306,3
1553064,1553,6,28,155306,4
1553071,1553,7,5,155307,1
1553072,1553,7,12,155307,2
1553073,1553,7,19,155307,3
1553074,1553,7,26,155307,4
1553081,1553,8,2,155308,1
1553082,1553,8,9,155308,2
1553083,1553,8,16,155308,3
1553084,1553,8,23,155308,4
1553085,1553,8,30,155308,5
1553091,1553,9,6,155309,1
1553092,1553,9,13,155309,2
1553093,1553,9,20,155309,3
1553094,1553,9,27,155309,4
1553101,1553,10,4,155310,1
1553102,1553,10,11,155310,2
1553103,1553,10,18,155310,3
1553104,1553,10,25,155310,4
1553111,1553,11,1,155311,1
1553112,1553,11,8,155311,2
1553113,1553,11,15,155311,3
1553114,1553,11,22,155311,4
1553115,1553,11,29,155311,5
1553121,1553,12,6,155312,1
1553122,1553,12,13,155312,2
1553123,1553,12,20,155312,3
1553124,1553,12,27,155312,4
1554011,1554,1,3,155401,1
1554012,1554,1,10,155401,2
1554013,1554,1,17,155401,3
1554014,1554,1,24,155401,4
1554015,1554,1,31,155401,5
1554021,1554,2,7,155402,1
1554022,1554,2,14,155402,2
1554023,1554,2,21,155402,3
1554024,1554,2,28,155402,4
1554031,1554,3,7,155403,1
1554032,1554,3,14,155403,2
1554033,1554,3,21,155403,3
1554034,1554,3,28,155403,4
1554041,1554,4,4,155404,1
1554042,1554,4,11,155404,2
1554043,1554,4,18,155404,3
1554044,1554,4,25,155404,4
1554051,1554,5,2,155405,1
1554052,1554,5,9,155405,2
1554053,1554,5,16,155405,3
1554054,1554,5,23,155405,4
1554055,1554,5,30,155405,5
1554061,1554,6,6,155406,1
1554062,1554,6,13,155406,2
1554063,1554,6,20,155406,3
1554064,1554,6,27,155406,4
1554071,1554,7,4,155407,1
1554072,1554,7,11,155407,2
1554073,1554,7,18,155407,3
1554074,1554,7,25,155407,4
1554081,1554,8,1,155408,1
1554082,1554,8,8,155408,2
1554083,1554,8,15,155408,3
1554084,1554,8,22,155408,4
1554085,1554,8,29,155408,5
1554091,1554,9,5,155409,1
1554092,1554,9,12,155409,2
1554093,1554,9,19,155409,3
1554094,1554,9,26,155409,4
1554101,1554,10,3,155410,1
1554102,1554,10,10,155410,2
1554103,1554,10,17,155410,3
1554104,1554,10,24,155410,4
1554105,1554,10,31,155410,5
1554111,1554,11,7,155411,1
1554112,1554,11,14,155411,2
1554113,1554,11,21,155411,3
1554114,1554,11,28,155411,4
1554121,1554,12,5,155412,1
1554122,1554,12,12,155412,2
1554123,1554,12,19,155412,3
1554124,1554,12,26,155412,4
1555011,1555,1,2,155501,1
1555012,1555,1,9,155501,2
1555013,1555,1,16,155501,3
1555014,1555,1,23,155501,4
1555015,1555,1,30,155501,5
1555021,1555,2,6,155502,1
1555022,1555,2,13,155502,2
1555023,1555,2,20,155502,3
1555024,1555,2,27,155502,4
1555031,1555,3,6,155503,1
1555032,1555,3,13,155503,2
1555033,1555,3,20,155503,3
1555034,1555,3,27,155503,4
1555041,1555,4,3,155504,1
1555042,1555,4,10,155504,2
1555043,1555,4,17,155504,3
1555044,1555,4,24,155504,4
1555051,1555,5,1,155505,1
1555052,1555,5,8,155505,2
1555053,1555,5,15,155505,3
1555054,1555,5,22,155505,4
1555055,1555,5,29,155505,5
1555061,1555,6,5,155506,1
1555062,1555,6,12,155506,2
1555063,1555,6,19,155506,3
1555064,1555,6,26,155506,4
1555071,1555,7,3,155507,1
1555072,1555,7,10,155507,2
1555073,1555,7,17,155507,3
1555074,1555,7,24,155507,4
1555075,1555,7,31,155507,5
1555081,1555,8,7,155508,1
1555082,1555,8,14,155508,2
1555083,1555,8,21,155508,3
1555084,1555,8,28,155508,4
1555091,1555,9,4,155509,1
1555092,1555,9,11,155509,2
1555093,1555,9,18,155509,3
1555094,1555,9,25,155509,4
1555101,1555,10,2,155510,1
1555102,1555,10,9,155510,2
1555103,1555,10,16,155510,3
1555104,1555,10,23,155510,4
1555105,1555,10,30,155510,5
1555111,1555,11,6,155511,1
1555112,1555,11,13,155511,2
1555113,1555,11,20,155511,3
1555114,1555,11,27,155511,4
1555121,1555,12,4,155512,1
1555122,1555,12,11,155512,2
1555123,1555,12,18,155512,3
1555124,1555,12,25,155512,4
1556011,1556,1,1,155601,1
1556012,1556,1,8,155601,2
1556013,1556,1,15,155601,3
1556014,1556,1,22,155601,4
1556015,1556,1,29,155601,5
1556021,1556,2,5,155602,1
1556022,1556,2,12,155602,2
1556023,1556,2,19,155602,3
1556024,1556,2,26,155602,4
1556031,1556,3,4,155603,1
1556032,1556,3,11,155603,2
1556033,1556,3,18,155603,3
1556034,1556,3,25,155603,4
1556041,1556,4,1,155604,1
1556042,1556,4,8,155604,2
1556043,1556,4,15,155604,3
1556044,1556,4,22,155604,4
1556045,1556,4,29,155604,5
1556051,1556,5,6,155605,1
1556052,1556,5,13,155605,2
1556053,1556,5,20,155605,3
1556054,1556,5,27,155605,4
1556061,1556,6,3,155606,1
1556062,1556,6,10,155606,2
1556063,1556,6,17,155606,3
1556064,1556,6,24,155606,4
1556071,1556,7,1,155607,1
1556072,1556,7,8,155607,2
1556073,1556,7,15,155607,3
1556074,1556,7,22,155607,4
1556075,1556,7,29,155607,5
1556081,1556,8,5,155608,1
1556082,1556,8,12,155608,2
1556083,1556,8,19,155608,3
1556084,1556,8,26,155608,4
1556091,1556,9,2,155609,1
1556092,1556,9,9,155609,2
1556093,1556,9,16,155609,3
1556094,1556,9,23,155609,4
1556095,1556,9,30,155609,5
1556101,1556,10,7,155610,1
1556102,1556,10,14,155610,2
1556103,1556,10,21,155610,3
1556104,1556,10,28,155610,4
1556111,1556,11,4,155611,1
1556112,1556,11,11,155611,2
1556113,1556,11,18,155611,3
1556114,1556,11,25,155611,4
1556121,1556,12,2,155612,1
1556122,1556,12,9,155612,2
1556123,1556,12,16,155612,3
1556124,1556,12,23,155612,4
1556125,1556,12,30,155612,5
1557011,1557,1,6,155701,1
1557012,1557,1,13,155701,2
1557013,1557,1,20,155701,3
1557014,1557,1,27,155701,4
1557021,1557,2,3,155702,1
1557022,1557,2,10,155702,2
1557023,1557,2,17,155702,3
1557024,1557,2,24,155702,4
1557031,1557,3,3,155703,1
1557032,1557,3,10,155703,2
1557033,1557,3,17,155703,3
1557034,1557,3,24,155703,4
1557035,1557,3,31,155703,5
1557041,1557,4,7,155704,1
1557042,1557,4,14,155704,2
1557043,1557,4,21,155704,3
1557044,1557,4,28,155704,4
1557051,1557,5,5,155705,1
1557052,1557,5,12,155705,2
1557053,1557,5,19,155705,3
1557054,1557,5,26,155705,4
1557061,1557,6,2,155706,1
1557062,1557,6,9,155706,2
1557063,1557,6,16,155706,3
1557064,1557,6,23,155706,4
1557065,1557,6,30,155706,5
1557071,1557,7,7,155707,1
1557072,1557,7,14,155707,2
1557073,1557,7,21,155707,3
1557074,1557,7,28,155707,4
1557081,1557,8,4,155708,1
1557082,1557,8,11,155708,2
1557083,1557,8,18,155708,3
1557084,1557,8,25,155708,4
1557091,1557,9,1,155709,1
1557092,1557,9,8,155709,2
1557093,1557,9,15,155709,3
1557094,1557,9,22,155709,4
1557095,1557,9,29,155709,5
1557101,1557,10,6,155710,1
1557102,1557,10,13,155710,2
1557103,1557,10,20,155710,3
1557104,1557,10,27,155710,4
1557111,1557,11,3,155711,1
1557112,1557,11,10,155711,2
1557113,1557,11,17,155711,3
1557114,1557,11,24,155711,4
1557121,1557,12,1,155712,1
1557122,1557,12,8,155712,2
1557123,1557,12,15,155712,3
1557124,1557,12,22,155712,4
1557125,1557,12,29,155712,5
1558011,1558,1,5,155801,1
1558012,1558,1,12,155801,2
1558013,1558,1,19,155801,3
1558014,1558,1,26,155801,4
1558021,1558,2,2,155802,1
1558022,1558,2,9,155802,2
1558023,1558,2,16,155802,3
1558024,1558,2,23,155802,4
1558031,1558,3,2,155803,1
1558032,1558,3,9,155803,2
1558033,1558,3,16,155803,3
1558034,1558,3,23,155803,4
1558035,1558,3,30,155803,5
1558041,1558,4,6,155804,1
1558042,1558,4,13,155804,2
1558043,1558,4,20,155804,3
1558044,1558,4,27,155804,4
1558051,1558,5,4,155805,1
1558052,1558,5,11,155805,2
1558053,1558,5,18,155805,3
1558054,1558,5,25,155805,4
1558061,1558,6,1,155806,1
1558062,1558,6,8,155806,2
1558063,1558,6,15,155806,3
1558064,1558,6,22,155806,4
1558065,1558,6,29,155806,5
1558071,1558,7,6,155807,1
1558072,1558,7,13,155807,2
1558073,1558,7,20,155807,3
1558074,1558,7,27,155807,4
1558081,1558,8,3,155808,1
1558082,1558,8,10,155808,2
1558083,1558,8,17,155808,3
1558084,1558,8,24,155808,4
1558085,1558,8,31,155808,5
1558091,1558,9,7,155809,1
1558092,1558,9,14,155809,2
1558093,1558,9,21,155809,3
1558094,1558,9,28,155809,4
1558101,1558,10,5,155810,1
1558102,1558,10,12,155810,2
1558103,1558,10,19,155810,3
1558104,1558,10,26,155810,4
1558111,1558,11,2,155811,1
1558112,1558,11,9,155811,2
1558113,1558,11,16,155811,3
1558114,1558,11,23,155811,4
1558115,1558,11,30,155811,5
1558121,1558,12,7,155812,1
1558122,1558,12,14,155812,2
1558123,1558,12,21,155812,3
1558124,1558,12,28,155812,4
1559011,1559,1,4,155901,1
1559012,1559,1,11,155901,2
1559013,1559,1,18,155901,3
1559014,1559,1,25,155901,4
1559021,1559,2,1,155902,1
1559022,1559,2,8,155902,2
1559023,1559,2,15,155902,3
1559024,1559,2,22,155902,4
1559031,1559,3,1,155903,1
1559032,1559,3,8,155903,2
1559033,1559,3,15,155903,3
1559034,1559,3,22,155903,4
1559035,1559,3,29,155903,5
1559041,1559,4,5,155904,1
1559042,1559,4,12,155904,2
1559043,1559,4,19,155904,3
1559044,1559,4,26,155904,4
1559051,1559,5,3,155905,1
1559052,1559,5,10,155905,2
1559053,1559,5,17,155905,3
1559054,1559,5,24,155905,4
1559055,1559,5,31,155905,5
1559061,1559,6,7,155906,1
1559062,1559,6,14,155906,2
1559063,1559,6,21,155906,3
1559064,1559,6,28,155906,4
1559071,1559,7,5,155907,1
1559072,1559,7,12,155907,2
1559073,1559,7,19,155907,3
1559074,1559,7,26,155907,4
1559081,1559,8,2,155908,1
1559082,1559,8,9,155908,2
1559083,1559,8,16,155908,3
1559084,1559,8,23,155908,4
1559085,1559,8,30,155908,5
1559091,1559,9,6,155909,1
1559092,1559,9,13,155909,2
1559093,1559,9,20,155909,3
1559094,1559,9,27,155909,4
1559101,1559,10,4,155910,1
1559102,1559,10,11,155910,2
1559103,1559,10,18,155910,3
1559104,1559,10,25,155910,4
1559111,1559,11,1,155911,1
1559112,1559,11,8,155911,2
1559113,1559,11,15,155911,3
1559114,1559,11,22,155911,4
1559115,1559,11,29,155911,5
1559121,1559,12,6,155912,1
1559122,1559,12,13,155912,2
1559123,1559,12,20,155912,3
1559124,1559,12,27,155912,4
1560011,1560,1,3,156001,1
1560012,1560,1,10,156001,2
1560013,1560,1,17,156001,3
1560014,1560,1,24,156001,4
1560015,1560,1,31,156001,5
1560021,1560,2,7,156002,1
1560022,1560,2,14,156002,2
1560023,1560,2,21,156002,3
1560024,1560,2,28,156002,4
1560031,1560,3,6,156003,1
1560032,1560,3,13,156003,2
1560033,1560,3,20,156003,3
1560034,1560,3,27,156003,4
1560041,1560,4,3,156004,1
1560042,1560,4,10,156004,2
1560043,1560,4,17,156004,3
1560044,1560,4,24,156004,4
1560051,1560,5,1,156005,1
1560052,1560,5,8,156005,2
1560053,1560,5,15,156005,3
1560054,1560,5,22,156005,4
1560055,1560,5,29,156005,5
1560061,1560,6,5,156006,1
1560062,1560,6,12,156006,2
1560063,1560,6,19,156006,3
1560064,1560,6,26,156006,4
1560071,1560,7,3,156007,1
1560072,1560,7,10,156007,2
1560073,1560,7,17,156007,3
1560074,1560,7,24,156007,4
1560075,1560,7,31,156007,5
1560081,1560,8,7,156008,1
1560082,1560,8,14,156008,2
1560083,1560,8,21,156008,3
1560084,1560,8,28,156008,4
1560091,1560,9,4,156009,1
1560092,1560,9,11,156009,2
1560093,1560,9,18,156009,3
1560094,1560,9,25,156009,4
1560101,1560,10,2,156010,1
1560102,1560,10,9,156010,2
1560103,1560,10,16,156010,3
1560104,1560,10,23,156010,4
1560105,1560,10,30,156010,5
1560111,1560,11,6,156011,1
1560112,1560,11,13,156011,2
1560113,1560,11,20,156011,3
1560114,1560,11,27,156011,4
1560121,1560,12,4,156012,1
1560122,1560,12,11,156012,2
1560123,1560,12,18,156012,3
1560124,1560,12,25,156012,4
1561011,1561,1,1,156101,1
1561012,1561,1,8,156101,2
1561013,1561,1,15,156101,3
1561014,1561,1,22,156101,4
1561015,1561,1,29,156101,5
1561021,1561,2,5,156102,1
1561022,1561,2,12,156102,2
1561023,1561,2,19,156102,3
1561024,1561,2,26,156102,4
1561031,1561,3,5,156103,1
1561032,1561,3,12,156103,2
1561033,1561,3,19,156103,3
1561034,1561,3,26,156103,4
1561041,1561,4,2,156104,1
1561042,1561,4,9,156104,2
1561043,1561,4,16,156104,3
1561044,1561,4,23,156104,4
1561045,1561,4,30,156104,5
1561051,1561,5,7,156105,1
1561052,1561,5,14,156105,2
1561053,1561,5,21,156105,3
1561054,1561,5,28,156105,4
1561061,1561,6,4,156106,1
1561062,1561,6,11,156106,2
1561063,1561,6,18,156106,3
1561064,1561,6,25,156106,4
1561071,1561,7,2,156107,1
1561072,1561,7,9,156107,2
1561073,1561,7,16,156107,3
1561074,1561,7,23,156107,4
1561075,1561,7,30,156107,5
1561081,1561,8,6,156108,1
1561082,1561,8,13,156108,2
1561083,1561,8,20,156108,3
1561084,1561,8,27,156108,4
1561091,1561,9,3,156109,1
1561092,1561,9,10,156109,2
1561093,1561,9,17,156109,3
1561094,1561,9,24,156109,4
1561101,1561,10,1,156110,1
1561102,1561,10,8,156110,2
1561103,1561,10,15,156110,3
1561104,1561,10,22,156110,4
1561105,1561,10,29,156110,5
1561111,1561,11,5,156111,1
1561112,1561,11,12,156111,2
1561113,1561,11,19,156111,3
1561114,1561,11,26,156111,4
1561121,1561,12,3,156112,1
1561122,1561,12,10,156112,2
1561123,1561,12,17,156112,3
1561124,1561,12,24,156112,4
1561125,1561,12,31,156112,5
1562011,1562,1,7,156201,1
1562012,1562,1,14,156201,2
1562013,1562,1,21,156201,3
1562014,1562,1,28,156201,4
1562021,1562,2,4,156202,1
1562022,1562,2,11,156202,2
1562023,1562,2,18,156202,3
1562024,1562,2,25,156202,4
1562031,1562,3,4,156203,1
1562032,1562,3,11,156203,2
1562033,1562,3,18,156203,3
1562034,1562,3,25,156203,4
1562041,1562,4,1,156204,1
1562042,1562,4,8,156204,2
1562043,1562,4,15,156204,3
1562044,1562,4,22,156204,4
1562045,1562,4,29,156204,5
1562051,1562,5,6,156205,1
1562052,1562,5,13,156205,2
1562053,1562,5,20,156205,3
1562054,1562,5,27,156205,4
1562061,1562,6,3,156206,1
1562062,1562,6,10,156206,2
1562063,1562,6,17,156206,3
1562064,1562,6,24,156206,4
1562071,1562,7,1,156207,1
1562072,1562,7,8,156207,2
1562073,1562,7,15,156207,3
1562074,1562,7,22,156207,4
1562075,1562,7,29,156207,5
1562081,1562,8,5,156208,1
1562082,1562,8,12,156208,2
1562083,1562,8,19,156208,3
1562084,1562,8,26,156208,4
1562091,1562,9,2,156209,1
1562092,1562,9,9,156209,2
1562093,1562,9,16,156209,3
1562094,1562,9,23,156209,4
1562095,1562,9,30,156209,5
1562101,1562,10,7,156210,1
1562102,1562,10,14,156210,2
1562103,1562,10,21,156210,3
1562104,1562,10,28,156210,4
